STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator_1,SUBJECT,Subject_1,MEASURE,Measure_1,FREQUENCY,Frequency_1,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period,"1st midterm, fall 2019 (1)_CNTR_ID","1st midterm, fall 2019 (1)_CNTR_NAME","1st midterm, fall 2019 (1)_NAME_FREN","1st midterm, fall 2019 (1)_ISO3_CODE","1st midterm, fall 2019 (1)_SVRG_UN","1st midterm, fall 2019 (1)_CAPT","1st midterm, fall 2019 (1)_EU_STAT","1st midterm, fall 2019 (1)_EFTA_STAT","1st midterm, fall 2019 (1)_CC_STAT","1st midterm, fall 2019 (1)_NAME_GERM"
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2018",,4.825,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2018",,25.77,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2018",,44.873,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2018",,13.849,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2018",,14.006,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2018",,31.757,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,50.22,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,37.027,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,37.523,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,8.177,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,46.459,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,44.491,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,13.666,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,101.075,,A,,,,,,,,LU,Luxemburg-Luxembourg-Lëtzebuerg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,5.326,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,29.999,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,18.753,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,44.885,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,17.692,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,54.027,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,27.941,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,32.184,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,37.117,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,52.822,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,30.229,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,2.355,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,46.032,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,33.692,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,47.689,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2020",,37.644,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2020",,44.438,,A,,,,,,,,AT,Österreich,Autriche,AUT,UN Member State,Vienna,T,F,F,Österreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,53.638,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,41.762,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,83.051,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,16.038,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,28.314,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,54.692,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,9.247,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,24.699,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,9.06,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,18.681,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,45.387,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,8.475,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,30.732,,A,,,,,,,,HU,Magyarország,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,44.338,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,28.975,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,35.845,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,42.985,,A,,,,,,,,AT,Österreich,Autriche,AUT,UN Member State,Vienna,T,F,F,Österreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,51.455,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,50.22,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,21.069,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,37.446,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,8.177,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,46.276,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,44.224,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,95.283,,A,,,,,,,,LU,Luxemburg-Luxembourg-Lëtzebuerg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,28.189,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2017",,18.753,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2017",,5.326,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,22.966,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,9.738,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,20.967,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,30.508,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,15.659,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,8.595,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,60.465,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,44.873,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,4.825,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,25.77,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,14.297,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,54.027,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,83.589,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,44.884,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,17.578,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,55.036,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,9.247,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,28.45,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,18.759,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,25.028,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,13.663,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,45.57,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,8.827,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2019",,30.733,,A,,,,,,,,HU,Magyarország,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2019",,18.681,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2003",,17.478,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
